Brand,Model,Selling_Price,KM_Driven
Tata,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,800000,10000
Honda,Honda Amaze E i-Dtech,320000,50000
Maruti,Maruti Alto 800 LXI,300000,25000
Hyundai,Hyundai i20 1.2 Asta Dual Tone,740000,25000
Datsun,Datsun RediGO SV 1.0,350000,1300
Datsun,Datsun GO T BSIV,280000,40000
Maruti,Maruti Swift Dzire AMT VDI,675000,50000
Hyundai,Hyundai i10 Era 1.1 iTech SE,300000,20000
Chevrolet,Chevrolet Captiva 2.0L VCDi,400000,76000
Mahindra,Mahindra Scorpio VLX 2WD BSIV,420000,100000
Tata,Tata New Safari 3L Dicor LX 4x2,300000,120000
Maruti,Maruti Wagon R VXI Minor,170000,70000
Hyundai,Hyundai EON Era Plus,210000,70000
Maruti,Maruti Ertiga VDI,600000,60000
Maruti,Maruti Wagon R VXI BS IV,260000,38000
Tata,Tata Nano Twist XT,82000,19000
Mahindra,Mahindra TUV 300 T8,690000,75000
Hyundai,Hyundai Grand i10 CRDi Asta,300000,70000
Honda,Honda BRV i-DTEC V MT,1250000,30000
Hyundai,Hyundai Verna CRDi 1.6 EX,799000,31707
Toyota,Toyota Fortuner 3.0 Diesel,1000000,180000
Maruti,Maruti Alto 800 LXI,190000,90000
Mahindra,Mahindra Verito 1.5 D2 BSIII,250000,30000
Hyundai,Hyundai Verna 1.6 i ABS,200000,60000
Mahindra,Mahindra Bolero DI,300000,90000
Tata,Tata Zest Revotron 1.2T XMS,250000,120000
Maruti,Maruti 800 AC,90000,70000
Hyundai,Hyundai Santro LE zipPlus,68000,70000
Hyundai,Hyundai Grand i10 1.2 Kappa Asta,500000,26500
Hyundai,Hyundai Verna CRDi 1.6 SX,900000,50000
Maruti,Maruti Alto LX,100000,52000
Renault,Renault Duster 85PS Diesel RxL,700000,160000
Volvo,Volvo XC60 D3 Kinetic,1750000,115992
Maruti,Maruti Wagon R VXI Optional,290000,110000
Toyota,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,1050000,97000
Tata,Tata Indigo LX Dicor,70000,100000
Maruti,Maruti Swift ZDi BSIV,520000,41000
Tata,Tata Indigo LS,150000,90000
Hyundai,Hyundai i10 Magna 1.1,120000,90000
Hyundai,Hyundai i20 Asta Option 1.2,600000,25000
Tata,Tata Xenon XT EX 4X4,150000,70000
Volkswagen,Volkswagen Vento Petrol Highline,400000,60000
Maruti,Maruti Alto 800 LXI,310000,30000
Maruti,Maruti Baleno Alpha 1.2,550000,30000
Hyundai,Hyundai i20 Asta Option 1.4 CRDi,550000,60000
Hyundai,Hyundai Grand i10 CRDi Magna,320000,73000
Maruti,Maruti 800 AC BSII,50000,100000
Hyundai,Hyundai Grand i10 1.2 Kappa Asta,500000,32000
Renault,Renault KWID RXT,360000,26500
Maruti,Maruti Vitara Brezza VDi Option,700000,50000
Maruti,Maruti Ertiga VDI,700000,110000
Hyundai,Hyundai i20 1.4 Sportz,655000,84000
Maruti,Maruti Vitara Brezza VDi Option,700000,50000
Chevrolet,Chevrolet Beat LT LPG,200000,110000
Renault,Renault Duster 85PS Diesel RxL Optional,375000,150000
Hyundai,Hyundai Verna 1.6 SX,470000,109052
Maruti,Maruti Ciaz VDi,550000,90658
Honda,Honda Amaze VX i-DTEC,500000,110000
Datsun,Datsun GO T Option BSIV,210000,25000
Maruti,Maruti Eeco 7 Seater Standard BSIV,270000,20000
Skoda,Skoda Superb 1.8 TFSI MT,300000,80000
Maruti,Maruti Wagon R VXI Minor,80000,60000
Mercedes-Benz,Mercedes-Benz E-Class E250 Edition E,1451000,81000
Tata,Tata Safari Storme VX Varicor 400,1085000,15000
Hyundai,Hyundai Verna SX AT Diesel,245000,75000
Honda,Honda WR-V i-VTEC VX,700000,25552
Hyundai,Hyundai EON Magna Plus,300000,20000
Hyundai,Hyundai Xcent 1.2 CRDi E,350000,80000
Hyundai,Hyundai Elite i20 Asta Option CVT BSIV,635000,25000
Honda,Honda City S,325000,40700
Mahindra,Mahindra XUV500 AT W10 1.99 mHawk,1150000,65500
Tata,Tata Indigo GLE BSIII,110000,42000
Honda,Honda City 1.5 V MT,890000,8000
Maruti,Maruti Swift 1.3 LXI,73000,80000
Chevrolet,Chevrolet Beat PS,170000,77000
Maruti,Maruti Ciaz ZXi Plus,750000,6000
Hyundai,Hyundai EON 1.0 Era Plus,280000,28838
Maruti,Maruti Baleno Alpha 1.2,690000,11174
Tata,Tata Indigo GLS,130000,120000
Maruti,Maruti Swift 1.3 LXI,73000,80000
Hyundai,Hyundai Santro Xing GLS,85000,85000
Hyundai,Hyundai Elantra 2.0 SX AT,1575000,10000
Nissan,Nissan Sunny Diesel XV,325000,105000
Honda,Honda City 1.3 EXI,85000,120000
Hyundai,Hyundai Verna 1.6 CRDI SX Option,860000,30000
Maruti,Maruti S-Cross Sigma DDiS 200 SH,690000,41000
Hyundai,Hyundai Elantra CRDi S,650000,54000
Chevrolet,Chevrolet Sail LS ABS,375000,40000
Hyundai,Hyundai Verna 1.6 SX CRDi (O),525000,71000
Maruti,Maruti Eeco Smiles 5 Seater AC,330000,72500
Maruti,Maruti Eeco Smiles 5 Seater AC,280000,76600
Maruti,Maruti Swift ZXI,470000,40000
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,350000,110000
Honda,Honda City 1.5 V Elegance,480000,63000
Hyundai,Hyundai Verna 1.6 CRDi SX,620000,60000
Datsun,Datsun GO T BSIV,250000,58000
Chevrolet,Chevrolet Spark 1.0,78692,80000
Hyundai,Hyundai i20 Magna Optional 1.4 CRDi,350000,80000
Maruti,Maruti Wagon R LX Minor,250000,70000
Hyundai,Hyundai i20 1.2 Sportz,260000,97700
Honda,Honda Mobilio S i DTEC,640000,36000
Tata,Tata New Safari DICOR 2.2 EX 4x2,220000,90000
Volkswagen,Volkswagen Vento 1.5 TDI Highline,465000,130000
Maruti,Maruti Swift Vdi BSIII,229999,120000
Maruti,Maruti Wagon R VXI BS IV,425000,15000
Tata,Tata Indica GLS BS IV,95000,120000
Hyundai,Hyundai EON LPG Magna Plus,170000,170000
Datsun,Datsun RediGO T Option,229999,37500
Maruti,Maruti 800 Std,45000,50000
Maruti,Maruti Grand Vitara MT,479000,145000
Mahindra,Mahindra KUV 100 mFALCON G80 K8 5str,370000,60000
Hyundai,Hyundai EON Sportz,340000,30000
Maruti,Maruti Swift Dzire ZXI,620000,35000
Tata,Tata Manza Club Class Quadrajet90 EX,270000,60000
Tata,Tata Tiago 1.05 Revotorq XZ Plus,400000,35000
Maruti,Maruti Wagon R VXI Optional,260000,40000
Hyundai,Hyundai Santro LE zipPlus,48000,50000
Tata,Tata Nano Twist XE,100000,23800
Nissan,Nissan Terrano XL Plus 85 PS,490000,70000
Maruti,Maruti Wagon R Duo Lxi,120000,90000
Hyundai,Hyundai i10 Era,125000,102000
Hyundai,Hyundai EON Era Plus,160000,80000
Maruti,Maruti Alto 800 LXI,190000,5000
Tata,Tata Harrier XZ BSIV,1700000,10000
Hyundai,Hyundai i10 Sportz,250000,50000
Maruti,Maruti Ignis 1.2 Delta BSIV,500000,15000
Toyota,Toyota Corolla Altis 1.8 J,400000,35000
Fiat,Fiat Linea T Jet Plus,500000,20000
Toyota,Toyota Fortuner 4x2 AT,1800000,99000
Honda,Honda Civic 1.8 V MT,320000,90000
Honda,Honda Civic 1.8 S AT,250000,47000
Ford,Ford Figo Diesel Titanium,105000,90000
Hyundai,Hyundai i20 Active 1.2 SX,550000,20000
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz AT,600000,1100
Maruti,Maruti Alto 800 VXI,210000,40000
Maruti,Maruti Alto 800 LXI Airbag,210000,15000
Maruti,Maruti Alto LXi,150000,40000
Hyundai,Hyundai i10 Era 1.1,125000,60000
Maruti,Maruti Celerio VXI,380000,20000
Maruti,Maruti Baleno Delta 1.2,600000,5000
Maruti,Maruti Swift VXI Deca,490000,27000
Maruti,Maruti Swift Dzire LDI,545000,38000
Maruti,Maruti Wagon R VXI BS IV,250000,25000
Hyundai,Hyundai Venue SX Opt Turbo BSIV,1050000,1100
Maruti,Maruti Wagon R LX Minor,100000,100000
Ford,Ford Figo Diesel ZXI,250000,100000
Maruti,Maruti Wagon R LX BSIII,100000,110000
Ford,Ford Figo 1.5D Ambiente ABS MT,350000,60000
Renault,Renault Duster 110PS Diesel RxZ Plus,370000,70000
Maruti,Maruti Zen VXi - BS III,121000,110000
Ford,Ford Figo Aspire 1.5 Ti-VCT Titanium,570000,44077
Maruti,Maruti Ertiga SHVS VDI,785000,24000
Maruti,Maruti Ciaz S 1.3,850000,30000
Maruti,Maruti Wagon R VXI BS IV,375000,30000
Maruti,Maruti Baleno Alpha 1.2,619000,40000
Chevrolet,Chevrolet Cruze LTZ,335000,90000
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,500000,50000
Maruti,Maruti Wagon R LX,60000,100000
Maruti,Maruti Zen Estilo VXI BSIV,130000,50000
Mahindra,Mahindra Ingenio CRDe,210000,210000
Toyota,Toyota Innova Crysta 2.4 VX MT 8S BSIV,1900000,20000
Tata,Tata Indigo TDI,270000,70000
Maruti,Maruti Wagon R LXI Minor,225000,100000
Maruti,Maruti SX4 ZXI MT BSIV,150000,160000
Chevrolet,Chevrolet Beat Diesel LT,173000,70000
BMW,BMW 5 Series 520d Luxury Line,4800000,9422
Volkswagen,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,710000,110000
Toyota,Toyota Corolla Altis 1.8 GL,1500000,20000
Maruti,Maruti Baleno Zeta 1.2,550000,20000
Maruti,Maruti 800 AC BSIII,58000,70000
Audi,Audi A4 1.8 TFSI,1200000,60000
Mahindra,Mahindra Scorpio M2DI,500000,150000
Maruti,Maruti Swift LXi BSIV,120000,83000
Toyota,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,300000,250000
Hyundai,Hyundai EON Era Plus,300000,30000
Datsun,Datsun GO Plus T Option BSIV,295000,21000
Maruti,Maruti Ertiga VXI CNG,587000,80000
Ambassador,Ambassador Grand 1800 ISZ MPFI PW CL,430000,50000
Hyundai,Hyundai Verna i (Petrol),123000,50000
Skoda,Skoda Laura Ambiente 2.0 TDI CR AT,450000,48500
Maruti,Maruti Wagon R LXI Minor,130000,60000
Tata,Tata Indica Vista Aqua 1.4 TDI,110000,90000
Mahindra,Mahindra Xylo Celebration Edition BSIV,200000,240000
Hyundai,Hyundai Grand i10 Magna,320000,70000
Maruti,Maruti Wagon R LXI BS IV,300000,50000
Volkswagen,Volkswagen CrossPolo 1.2 MPI,350000,110000
Maruti,Maruti Ertiga VXI Petrol,800000,50000
Hyundai,Hyundai Xcent 1.1 CRDi S,270000,175000
Hyundai,Hyundai i20 1.2 Magna Executive,540000,60000
Maruti,Maruti Wagon R LXI CNG,160000,60000
Maruti,Maruti SX4 VDI,340000,100000
Maruti,Maruti Eeco 5 Seater AC BSIV,350000,40000
Volkswagen,Volkswagen Vento Diesel Style Limited Edition,300000,100000
Maruti,Maruti Ritz VDi,330000,63000
Maruti,Maruti Wagon R LXI CNG,325000,80000
Maruti,Maruti Swift Dzire VDI,250000,55000
Maruti,Maruti Swift Star VDI,250000,55000
Chevrolet,Chevrolet Beat LT Option,240000,60000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna BSIV,545000,5000
Hyundai,Hyundai i10 Magna 1.1 iTech SE,300000,48000
Chevrolet,Chevrolet Beat LT,130000,80000
Renault,Renault KWID RXT,240000,50000
Renault,Renault KWID 1.0 RXT Optional,360000,15000
Hyundai,Hyundai i20 1.4 CRDi Magna,250000,70000
Skoda,Skoda Laura Elegance 2.0 TDI CR AT,475000,105000
Hyundai,Hyundai i20 Asta Option 1.4 CRDi,600000,50000
Tata,Tata Indigo CR4,150000,80000
Ford,Ford EcoSport 1.5 Diesel Trend BSIV,700000,50000
Mahindra,Mahindra XUV500 W6 2WD,1290000,5000
Hyundai,Hyundai Santro Xing XG,80000,58000
Hyundai,Hyundai Grand i10 Sportz,425000,12000
Maruti,Maruti Celerio ZXI AMT BSIV,500000,10000
Hyundai,Hyundai Santro Xing GLS,193000,45000
Honda,Honda City i VTEC V,800000,10000
Maruti,Maruti Wagon R LXI Minor,150000,50000
Maruti,Maruti 800 AC,80000,40000
Ford,Ford Figo Diesel EXI,130000,100000
Ford,Ford Figo Diesel EXI,280000,80000
Mahindra,Mahindra Xylo D2 BS IV,229999,110000
Maruti,Maruti Zen Estilo VXI BSIII,80000,120000
Tata,Tata Nano Cx BSIII,70000,10000
Maruti,Maruti Ritz VDi,240000,60000
Mahindra,Mahindra Xylo E8,380000,72000
Maruti,Maruti Ritz VDi,240000,60000
Hyundai,Hyundai Santro Xing XO,80000,110000
Hyundai,Hyundai i10 Era,265000,50000
Hyundai,Hyundai EON Magna Plus Option,320000,25000
Nissan,Nissan Terrano XL 110 PS,500000,120000
Hyundai,Hyundai Creta 1.6 CRDi SX Option,1300000,55000
Mahindra,Mahindra Scorpio S11 BSIV,1500000,35000
Toyota,Toyota Innova Crysta 2.8 ZX AT BSIV,1800000,110000
Mahindra,Mahindra XUV500 W6 2WD,600000,80000
Tata,Tata Tiago 1.2 Revotron XT,420000,80000
Maruti,Maruti Zen Estilo LXI BS IV,140000,120000
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,300000,100000
Hyundai,Hyundai Santro Xing XL eRLX Euro III,100000,60000
Maruti,Maruti Alto K10 VXI,350000,25000
Ford,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,850000,19000
Maruti,Maruti Alto LX,140000,54000
Ford,Ford Aspire Titanium Plus BSIV,550000,17100
Hyundai,Hyundai Grand i10 Asta Option AT,525000,19000
Ford,Ford Ecosport 1.5 DV5 MT Titanium,470000,146000
Ford,Ford Endeavour 3.0L 4X4 AT,900000,98000
Ford,Ford Endeavour 2.5L 4X2,500000,224642
Maruti,Maruti Zen LXI,80000,120000
Mahindra,Mahindra Verito 1.5 D2 BSIII,175000,175000
Mahindra,Mahindra XUV500 AT W10 AWD,1350000,15000
Renault,Renault Duster 110PS Diesel RxZ,800000,50000
Datsun,Datsun RediGO 1.0 S,250000,15000
Maruti,Maruti Ignis 1.2 AMT Alpha BSIV,700000,25000
Tata,Tata Nexon 1.5 Revotorq XM,800000,25000
Mahindra,Mahindra XUV500 W6 2WD,660000,69000
Maruti,Maruti Swift VDI BSIV,465000,60000
Mahindra,Mahindra Scorpio 2.6 CRDe,180000,222435
Maruti,Maruti Swift Dzire VDI,600000,66000
Ford,Ford Fiesta 1.4 ZXi Duratec,150000,110000
Hyundai,Hyundai Verna 1.6 SX,450000,78000
Hyundai,Hyundai Elite i20 Sportz Plus BSIV,721000,10000
Maruti,Maruti Swift 1.2 DLX,300000,35000
Mahindra,Mahindra Scorpio BSIV,1000000,10000
Renault,Renault KWID RXT,300000,40000
Mahindra,Mahindra Scorpio LX,450000,120000
Maruti,Maruti Esteem AX,79000,70000
Ford,Ford Figo 1.5D Trend MT,545000,40000
Honda,Honda Amaze V Diesel BSIV,844999,20000
Skoda,Skoda Rapid 1.5 TDI Ambition,700000,93000
Toyota,Toyota Etios VD,650000,159000
Ford,Ford Ecosport 1.5 DV5 MT Titanium,525000,75000
Ford,Ford Fiesta Classic 1.4 SXI Duratorq,110000,101100
Tata,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,180000,66000
Hyundai,Hyundai i10 Era,280000,30000
Renault,Renault KWID 1.0 RXT Optional,400000,10000
Mahindra,Mahindra XUV500 W8 4WD,625000,126000
Volkswagen,Volkswagen Vento 1.5 TDI Highline,535000,70000
Maruti,Maruti Swift VDI Optional,459999,50000
Mahindra,Mahindra Bolero DI,300000,100000
Honda,Honda Civic 1.8 V AT,280000,60000
Honda,Honda Mobilio V i VTEC,500000,70000
Hyundai,Hyundai Creta 1.6 SX,1200000,1200
Renault,Renault KWID RXT,300000,40000
Tata,Tata Manza ELAN Quadrajet BS IV,180000,80000
Hyundai,Hyundai i10 Sportz AT,180000,134444
Maruti,Maruti Alto LXi,78000,120000
Nissan,Nissan Micra Diesel XV Premium,160000,120000
Mahindra,Mahindra Scorpio VLX 2WD AIRBAG BSIV,600000,238000
Maruti,Maruti Wagon R LXI Minor,110000,100000
Mahindra,Mahindra Bolero SLX 4WD BSIII,450000,110000
Mahindra,Mahindra Scorpio S9 BSIV,1350000,35000
Honda,Honda City 1.3 DX,120000,165000
Honda,Honda BR-V i-DTEC VX MT,1040000,42000
Hyundai,Hyundai Grand i10 CRDi Sportz,390000,70000
Tata,Tata Nano Lx BSIII,65000,60000
Volkswagen,Volkswagen Polo Diesel Highline 1.2L,320000,115000
Volkswagen,Volkswagen Ameo 1.5 TDI Highline,720000,70000
Maruti,Maruti Swift ZXI ABS,220000,80000
Maruti,Maruti Wagon R LXI BS IV,225000,65000
Tata,Tata Manza Aura (ABS) Quadrajet BS IV,200000,150000
Toyota,Toyota Etios GD,434999,75000
Ford,Ford Figo Diesel Titanium,300000,63700
Honda,Honda Amaze VX i-DTEC,700000,74800
Ford,Ford Endeavour 2.5L 4X2 MT,500000,105000
Renault,Renault Duster 85PS Diesel RxE,500000,40000
Maruti,Maruti Ritz LDi,400000,90000
Toyota,Toyota Corolla Altis D-4D J,825000,75000
Maruti,Maruti Swift Dzire VDI,720000,15000
Maruti,Maruti 800 AC Uniq,110000,30000
Mahindra,Mahindra Scorpio VLX 2WD AIRBAG BSIV,600000,100000
Mahindra,Mahindra Scorpio VLX 2WD AT BSIV,275000,155000
Land,Land Rover Range Rover Evoque 2.2L Dynamic,2349000,149000
Hyundai,Hyundai i20 1.4 Sportz,740000,60000
Maruti,Maruti Baleno Alpha 1.3,800000,90000
Hyundai,Hyundai Verna CRDi 1.6 SX Option,1100000,100000
BMW,BMW X1 sDrive20d,750000,100000
Maruti,Maruti Alto K10 2010-2014 VXI,200000,90000
Tata,Tata Spacio SA 6 Seater,210000,75000
Maruti,Maruti Swift VDI BSIV,270000,120000
Toyota,Toyota Etios 1.4 VXD,630000,90000
Hyundai,Hyundai Xcent 1.2 Kappa S,375000,55000
Mahindra,Mahindra Xylo D2,300000,70000
Mahindra,Mahindra Bolero Power Plus SLX,580000,95000
Hyundai,Hyundai Verna 1.4 CRDi,550000,50000
Maruti,Maruti Ciaz ZDi Plus SHVS,750000,50000
Maruti,Maruti Omni E MPI STD BS IV,250000,60516
Hyundai,Hyundai Verna 1.6 SX,434999,235000
Mercedes-Benz,Mercedes-Benz E-Class 280 CDI,900000,76731
Maruti,Maruti Swift ZDI,685000,64000
Maruti,Maruti Swift VDI BSIV,540000,65000
Honda,Honda City i-VTEC CVT ZX,1165000,13000
Ford,Ford Ecosport 1.5 DV5 MT Titanium Optional,610000,77000
Hyundai,Hyundai EON Era,254999,24000
Nissan,Nissan Micra Active XV,280000,63840
Tata,Tata Tiago 1.2 Revotron XT,370000,25000
Tata,Tata New Safari DICOR 2.2 EX 4x2,459999,76400
Maruti,Maruti Zen LX,42000,70000
Maruti,Maruti Zen LX,42000,70000
Fiat,Fiat Linea Active (Diesel),190000,80000
Fiat,Fiat Punto 1.4 Emotion,165000,100000
Ford,Ford EcoSport 1.5 Diesel Trend Plus BSIV,710000,40000
Hyundai,Hyundai Creta 1.6 SX Option,1200000,15000
Maruti,Maruti Zen Estilo LXI BS IV,229999,70000
Renault,Renault KWID RXT,310000,15000
Maruti,Maruti Wagon R VXI BS IV,320000,40000
Maruti,Maruti 800 AC,100000,54000
Hyundai,Hyundai Verna CRDi,160000,90000
Maruti,Maruti 800 AC BSIII,60000,52000
Tata,Tata Indigo LS,100000,200000
Chevrolet,Chevrolet Beat Diesel LT,350000,35000
Renault,Renault Duster 110PS Diesel RxZ AWD,700000,60000
Maruti,Maruti Alto K10 VXI,300000,31489
Hyundai,Hyundai i20 1.4 Asta Option,830000,40000
Mahindra,Mahindra Quanto C6,220000,110000
Tata,Tata Indigo LX Dicor,130000,50000
Hyundai,Hyundai i20 1.2 Magna,330000,44000
Honda,Honda City 1.5 S MT,254999,90000
Hyundai,Hyundai Verna 1.6 SX VTVT (O),600000,50000
Hyundai,Hyundai i10 Magna,210000,50000
Maruti,Maruti Zen Estilo 1.1 LXI BSIII,120000,81366
Maruti,Maruti Esteem Vxi - BSIII,95000,110000
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,229999,300000
Hyundai,Hyundai Verna Transform VTVT,229999,70000
Hyundai,Hyundai i20 Magna Optional 1.4 CRDi,400000,100000
Maruti,Maruti Gypsy King Hard Top Ambulance BSIV,300000,70000
Ford,Ford Figo Diesel Celebration Edition,300000,50000
Ford,Ford Fiesta 1.4 SXi TDCi,80000,180000
Maruti,Maruti 800 AC,80000,50000
Maruti,Maruti Esteem Vxi,100000,90000
Tata,Tata Indica Vista Quadrajet LS,300000,110000
Maruti,Maruti Baleno Zeta Automatic,700000,26000
Maruti,Maruti Vitara Brezza ZDi Plus,975000,65000
Chevrolet,Chevrolet Captiva LT,500000,130000
Renault,Renault Duster 85PS Diesel RxL Optional,550000,75000
Nissan,Nissan Terrano XV Premium 110 PS,550000,110000
Maruti,Maruti Alto K10 2010-2014 VXI,240000,50000
Maruti,Maruti 800 Std,50000,80000
Tata,Tata Indica Vista Aura 1.2 Safire,120000,80000
Maruti,Maruti Alto 800 LXI,900000,60000
Honda,Honda City 1.5 V MT,250000,90000
Renault,Renault KWID 1.0 RXT Optional,280000,36000
Tata,Tata Indica Vista Terra Quadrajet 1.3L BS IV,85000,87000
Tata,Tata Indica Vista Terra 1.4 TDI,90000,80000
Chevrolet,Chevrolet Enjoy TCDi LT 8 Seater,500000,50000
Maruti,Maruti 800 Std,200000,60000
Renault,Renault KWID RXT,250000,50000
Maruti,Maruti Swift Dzire VDI,185000,40000
Hyundai,Hyundai i10 Magna 1.1,100000,60000
Toyota,Toyota Etios VXD,610000,55000
Mahindra,Mahindra Quanto C8,290000,80000
Mahindra,Mahindra Xylo E9,300000,295000
Hyundai,Hyundai EON Era Plus,225000,80000
Maruti,Maruti Alto K10 VXI,320000,50000
Tata,Tata Indigo CR4,135000,158000
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,400000,400000
Maruti,Maruti Wagon R VXI BS IV,400000,25000
Hyundai,Hyundai i20 Active 1.2 S,570000,35000
Maruti,Maruti Ignis 1.2 Zeta BSIV,500000,12000
Maruti,Maruti Omni MPI STD BSIV,130000,70000
Tata,Tata Tiago 1.2 Revotron XZ,360000,4000
Ford,Ford Figo Aspire 1.2 Ti-VCT Trend,530000,10832
Hyundai,Hyundai i10 Era,250000,50000
Nissan,Nissan Sunny XL,600000,19495
Renault,Renault Duster 85PS Diesel RxL Plus,570000,62668
Mahindra,Mahindra XUV500 W6 2WD,850000,85710
Ford,Ford Figo Diesel EXI,250000,55130
Ford,Ford Ecosport 1.5 DV5 MT Titanium,580000,63356
Toyota,Toyota Fortuner 3.0 Diesel,1680000,129627
Chevrolet,Chevrolet Spark 1.0 LT,180000,15000
Tata,Tata Tiago 1.2 Revotron XE,300000,50000
Toyota,Toyota Etios Liva VX,269000,70000
Maruti,Maruti Alto K10 VXI,231999,20000
Chevrolet,Chevrolet Beat LS,150000,60000
Hyundai,Hyundai Grand i10 Asta Option,495000,5000
Maruti,Maruti Ciaz VXi,700000,15000
Datsun,Datsun GO Plus T BSIV,400000,4400
Mahindra,Mahindra Xylo H4,599000,15000
Renault,Renault Duster 85PS Diesel RxL Optional,421000,45000
Ford,Ford EcoSport 1.5 Diesel Trend BSIV,841000,1000
Hyundai,Hyundai i10 Magna 1.1L,295000,38500
Hyundai,Hyundai i10 Sportz,220000,25000
Ford,Ford Classic 1.4 Duratorq LXI,250000,35000
Toyota,Toyota Fortuner 3.0 Diesel,1100000,110000
Hyundai,Hyundai Verna 1.6 VTVT,300000,40000
Chevrolet,Chevrolet Aveo U-VA 1.2,80000,110000
Chevrolet,Chevrolet Beat Diesel LT,215000,20000
Hyundai,Hyundai EON Magna Plus,245000,14987
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,650000,25061
Ford,Ford Ecosport 1.5 Diesel Titanium,760000,42494
Honda,Honda Amaze S i-Dtech,395000,44875
Ford,Ford Figo Diesel EXI,280000,89741
Honda,Honda Jazz 1.5 S i DTEC,495000,65000
Honda,Honda Jazz 1.5 VX i DTEC,525000,35000
Toyota,Toyota Innova 2.5 GX 8 STR BSIV,420000,347089
Tata,Tata New Safari DICOR 2.2 VX 4x2,210000,34500
Hyundai,Hyundai i20 Active 1.2 S,650000,30000
BMW,BMW 3 Series 320d Luxury Line,2300000,39000
Ford,Ford Freestyle Titanium Plus Diesel BSIV,525000,16000
Maruti,Maruti Wagon R LXI CNG,195000,80000
Maruti,Maruti Ertiga SHVS VDI,650000,60000
Mahindra,Mahindra TUV 300 T6 Plus,540000,110000
Maruti,Maruti Alto 800 LXI,180000,61000
Mahindra,Mahindra Bolero Power Plus ZLX,750000,29000
Maruti,Maruti Ertiga SHVS ZDI Plus,980000,50000
Fiat,Fiat Grande Punto EVO 90HP 1.3 Sport,250000,90000
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz AT,550000,35000
Volkswagen,Volkswagen Vento 1.6 Highline,509999,43000
Maruti,Maruti Alto K10 LXI,320000,50000
Hyundai,Hyundai EON D Lite,275000,25000
Mahindra,Mahindra XUV500 W8 2WD,550000,222252
Maruti,Maruti Wagon R VXI Minor,145000,50000
Fiat,Fiat Grande Punto Emotion 90Hp,250000,80000
Hyundai,Hyundai Verna 1.6 SX,520000,35000
Maruti,Maruti Alto LXi,95000,85000
Toyota,Toyota Innova 2.5 V Diesel 7-seater,725000,110000
Maruti,Maruti 800 AC,55000,70000
Honda,Honda City i DTEC VX,600000,100000
Volkswagen,Volkswagen Vento New Diesel Highline,330000,120000
Maruti,Maruti Swift Dzire VDI,470000,89000
Maruti,Maruti Swift ZDi,365000,120000
Hyundai,Hyundai EON Magna Plus,250000,40000
Maruti,Maruti Wagon R VXI BS IV,430000,17000
Maruti,Maruti Swift VDI,400000,125000
Maruti,Maruti Swift Dzire ZXI,615000,110000
Ford,Ford Figo Diesel Titanium,150000,120000
Ford,Ford Figo Diesel ZXI,240000,90000
Mahindra,Mahindra Scorpio S10 7 Seater,800000,90000
Hyundai,Hyundai EON LPG Magna Plus,240000,110000
Ford,Ford Ecosport 1.5 DV5 MT Titanium,600000,87000
Mahindra,Mahindra Scorpio LX,800000,15000
Hyundai,Hyundai EON 1.0 Kappa Magna Plus,160000,70000
Ford,Ford Fiesta Classic 1.6 Duratec CLXI,350000,38000
Honda,Honda City 1.5 V MT,300000,64000
Tata,Tata Sumo Gold EX BSIII,399000,55250
Mahindra,Mahindra Bolero DI,300000,110000
Maruti,Maruti A-Star AT VXI,150000,70000
Chevrolet,Chevrolet Cruze LTZ,320000,60000
Tata,Tata Hexa XM,1280000,17000
Renault,Renault KWID 1.0 RXT Optional,300000,13000
Nissan,Nissan Terrano XL Plus ICC WT20 SE,1000000,60000
Mitsubishi,Mitsubishi Pajero Sport 4X4,1090000,120000
Tata,Tata New Safari DICOR 2.2 GX 4x2 BS IV,450000,97000
Tata,Tata Indica GLS BS IV,60000,130000
Maruti,Maruti Swift Dzire ZXI,500000,50000
Tata,Tata Indigo CR4,200000,120000
Ford,Ford Ecosport 1.5 DV5 MT Titanium,650000,68000
Maruti,Maruti Alto LXi,60000,100000
Maruti,Maruti Ertiga VDI,250999,80000
Hyundai,Hyundai Accent Executive CNG,185000,67000
Maruti,Maruti Alto K10 VXI,155000,60000
Maruti,Maruti Swift VXI,600000,5000
Renault,Renault KWID RXE,300000,20000
Hyundai,Hyundai Creta 1.6 E Plus,850000,12500
Maruti,Maruti Eeco CNG 5 Seater AC BSIV,470000,4000
Ford,Ford Figo 1.2P Titanium MT,600000,25000
